ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_EXTERIOR;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;ESTU_CURSODOCENTESIES;ESTU_CURSOIESAPOYOEXTERNO;ESTU_CURSOIESEXTERNA;ESTU_SIMULACROTIPOICFES;ESTU_ACTIVIDADREFUERZOAREAS;ESTU_ACTIVIDADREFUERZOGENERIC;ESTU_TIPODOCUMENTOSB11;ESTU_SEMESTRECURSA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_CUANTOSCOMPARTEBAÑO;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;INST_COD_INSTITUCION;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;ESTU_SNIES_PRGMACADEMICO;ESTU_PRGM_CODMUNICIPIO;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;ESTU_NUCLEO_PREGRADO;ESTU_INST_CODMUNICIPIO;ESTU_INST_MUNICIPIO;ESTU_INST_DEPARTAMENTO;INST_CARACTER_ACADEMICO;INST_ORIGEN;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITAT_DESEM;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_RAZONA_CUANTITATIVO_PNBC;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_DESEM;MOD_LECTURA_CRITICA_PNAL;MOD_LECTURA_CRITICA_PNBC;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_DESEM;MOD_COMPETEN_CIUDADA_PNAL;MOD_COMPETEN_CIUDADA_PNBC;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_INGLES_PNBC;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;MOD_COMUNI_ESCRITA_PNBC;PUNT_GLOBAL;PERCENTIL_NBC;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_IES;ESTU_ESTADOINVESTIGACION;CLUSTERS 2;CLUSTERS 3;CLUSTERS 4
CC;COLOMBIA;F;31/8/1996;NO;20195;EK201950148702;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;Si;Si;No;Tomó un curso de preparación;Menos de 20 horas;Menos de 20 horas;Menos de 20 horas;Si;Si;Si;TI;12 o más;Educación profesional completa;Educación profesional incompleta;Estrato 4;Si;Si;Si;Si;Si;Si;No;Si;3 o 4;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;5631;SABANETA;ANTIOQUIA;5;182;3;87;71;211;4;98;94;185;3;90;77;219;B2;99;95;150;3;62;50;189;86;96;75,73926689;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;5/3/1997;NO;20195;EK201950149325;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;;;;;;;TI;12 o más;Postgrado;Postgrado;Estrato 4;Si;Si;Si;Si;Si;Si;No;No;3 o 4;Trabaja en el hogar, no trabaja o estudia;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;173;3;80;60;154;2;56;31;165;3;74;52;193;B1;89;69;164;3;71;59;170;58;84;71,2975024;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;M;20/12/1995;NO;20195;EK201950141888;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;12 o más;Educación profesional completa;Educación profesional completa;Estrato 4;Si;Si;Si;Si;Si;Si;Si;Si;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;180;3;86;69;194;3;93;79;195;3;95;88;193;B1;89;70;145;2;55;44;181;76;93;79,948226;4;4;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;M;25/4/1995;SI;20194;EK201940000769;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;;;;;;;;;;;;;;;Postgrado;Técnica o tecnológica completa;Estrato 6;Si;Si;Si;Si;Si;Si;Si;Si;NINGUNA;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;0;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;21;HOUSTON;HOUSTON;0;139;2;43;21;200;4;95;85;200;4;97;92;218;B2;99;94;178;3;86;77;187;83;95;79,58330656;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;15/6/1994;NO;20195;EK201950142541;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;No;No;Tomó un curso de preparación;Menos de 20 horas;Más de 30 horas;Menos de 20 horas;No;Si;No;TI;12 o más;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 6;Si;Si;Si;Si;Si;Si;No;No;1;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;135;2;38;17;166;3;70;43;108;1;17;8;187;B1;85;62;145;2;54;43;148;26;55;64,93610193;4;4;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;M;8/2/1996;NO;20195;EK201950138302;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Tomó un curso de preparación;Más de 30 horas;Menos de 20 horas;Menos de 20 horas;Si;Si;Si;CC;11;Postgrado;Postgrado;Estrato 6;Si;Si;Si;Si;Si;No;No;Si;NINGUNA;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;180;3;86;69;186;3;88;70;174;3;82;63;214;B2;98;92;150;3;62;50;181;75;92;84,09015665;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;3/10/1996;NO;20195;EK201950149157;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;No;No;Tomó un curso de preparación;Entre 20 y 30 horas;Menos de 20 horas;Menos de 20 horas;Si;Si;Si;TI;12 o más;Educación profesional completa;Educación profesional completa;;Si;Si;Si;Si;Si;Si;No;No;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;185;3;89;75;184;3;86;67;163;3;72;49;187;B1;85;61;141;2;46;35;172;61;86;77,66300208;4;4;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;F;5/6/1995;NO;20195;EK201950148187;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;Si;No;No;Tomó un curso de preparación;Más de 30 horas;Menos de 20 horas;Menos de 20 horas;Si;Si;Si;CC;12 o más;Ninguno;Ninguno;Estrato 1;Si;Si;Si;Si;Si;Si;Si;Si;NINGUNA;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;154;3;60;35;214;4;99;95;98;1;10;5;204;B2;95;83;129;2;19;14;160;42;72;53,18602508;2;4;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;F;1/11/1996;NO;20195;EK201950149298;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Tomó un curso de preparación;Entre 20 y 30 horas;Menos de 20 horas;Menos de 20 horas;Si;Si;Si;TI;12 o más;Postgrado;Postgrado;Estrato 5;Si;Si;Si;Si;Si;Si;No;No;3 o 4;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;0;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;152;2;58;33;205;4;97;89;161;3;70;47;198;B1;92;77;180;3;87;78;179;72;91;73,97842066;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;F;13/3/1996;NO;20195;EK201950138663;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Tomó un curso de preparación;Más de 30 horas;Más de 30 horas;Menos de 20 horas;Si;Si;Si;CC;11;Postgrado;Educación profesional completa;Estrato 5;Si;Si;Si;Si;Si;Si;No;Si;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Pensionado;Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;195;3;94;87;171;3;75;50;190;3;93;83;196;B1;91;74;145;2;54;43;179;73;91;86,23859558;4;4;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;F;17/7/1992;NO;20195;EK201950149245;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;CC;12 o más;Postgrado;Postgrado;Estrato 3;Si;Si;Si;Si;Si;No;No;No;NINGUNA;Pensionado;Pensionado;Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;138;2;42;20;167;3;71;45;144;2;52;30;173;B1;76;47;105;1;5;3;145;23;50;73,83163013;4;4;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;M;21/10/1995;NO;20195;EK201950138458;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Entre 1 millón y menos de 2.5 millones;No;No;Si;No;Tomó un curso de preparación;Más de 30 horas;Entre 20 y 30 horas;Menos de 20 horas;No;Si;No;CC;11;Postgrado;Educación profesional completa;Estrato 5;Si;Si;Si;Si;Si;Si;Si;Si;1;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;162;3;69;44;167;3;71;44;132;2;40;21;176;B1;78;51;195;4;96;92;166;52;80;74,11182721;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;M;14/3/1996;NO;20195;EK201950148139;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Tomó un curso de preparación;Más de 30 horas;Menos de 20 horas;Menos de 20 horas;No;Si;No;TI;12 o más;Postgrado;Postgrado;Estrato 4;Si;Si;Si;Si;Si;Si;No;Si;3 o 4;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;185;3;89;75;172;3;76;52;160;3;69;46;189;B1;86;64;207;4;99;97;183;77;93;87,88031567;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;F;10/2/1995;NO;20195;EK201950149362;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;12 o más;No Aplica;No Aplica;;Si;Si;Si;Si;Si;Si;Si;Si;1;No aplica;No aplica;0;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;145;2;49;25;204;4;97;89;200;4;97;91;158;A2;63;32;210;4;99;98;183;78;94;64,2093845;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;M;20/9/1993;SI;20194;EK201940000789;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;;;;;;;;;;;;;;;Educación profesional completa;Educación profesional completa;Estrato 6;Si;Si;Si;Si;Si;Si;No;Si;2;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;31;MÉXICO DF;MÉXICO DF;0;146;2;50;26;163;3;66;40;180;3;87;71;206;B2;96;86;154;3;65;53;170;58;84;81,69900075;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;10/8/1995;NO;20195;EK201950148424;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;No;No;Repasó por cuenta propia;;;;;;;TI;12 o más;Postgrado;Educación profesional incompleta;Estrato 4;Si;Si;Si;Si;Si;Si;No;No;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;132;2;34;15;175;3;79;55;170;3;78;57;202;B2;94;81;136;2;31;23;163;47;76;73,80008588;4;4;PUBLICAR;Aceptables;0;2
CC;COLOMBIA;M;18/8/1995;NO;20195;EK201950096149;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Educación profesional completa;Educación profesional completa;Estrato 2;Si;Si;Si;No;Si;Si;No;Si;5 o 6;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.-BOGOTÁ D.C.;MEDICINA;21465;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;184;3;88;73;148;2;50;25;168;3;77;55;142;A1;40;15;189;4;92;86;166;52;80;75,08703069;4;4;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;F;19/5/1995;NO;20195;EK201950096076;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;Entre 20 y 30 horas;Entre 20 y 30 horas;Entre 20 y 30 horas;Si;Si;Si;TI;12 o más;Técnica o tecnológica incompleta;Postgrado;Estrato 4;Si;Si;Si;Si;Si;Si;No;Si;2;No aplica;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.-BOGOTÁ D.C.;MEDICINA;21465;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;155;3;61;36;153;2;55;30;121;1;29;15;174;B1;77;48;133;2;25;18;147;25;53;71,904937;4;4;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;19/8/1996;NO;20195;EK201950096045;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Primaria incompleta;Secundaria (Bachillerato) completa;Estrato 4;Si;Si;Si;Si;Si;No;No;No;3 o 4;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es vendedor o trabaja en atención al público;Entre 21 y 30 horas;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.-BOGOTÁ D.C.;MEDICINA;21465;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;156;3;62;37;155;2;58;32;159;3;68;44;184;B1;83;58;106;1;6;4;152;32;61;57,29460002;3;4;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;F;3/3/1994;NO;20195;EK201950096057;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;Entre 20 y 30 horas;Entre 20 y 30 horas;Entre 20 y 30 horas;Si;Si;Si;CC;12 o más;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 3;Si;Si;Si;Si;Si;No;No;No;3 o 4;No aplica;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.-BOGOTÁ D.C.;MEDICINA;21465;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;154;3;60;35;161;3;64;38;154;2;63;39;182;B1;82;56;146;2;57;45;159;42;72;52,96016087;2;4;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;M;20/7/1992;NO;20195;EK201950095902;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;No;No;Tomó un curso de preparación;Entre 20 y 30 horas;Entre 20 y 30 horas;Entre 20 y 30 horas;Si;Si;Si;;12 o más;Postgrado;Postgrado;Estrato 4;Si;Si;Si;Si;Si;Si;No;No;1;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Pensionado;Más de 30 horas;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.-BOGOTÁ D.C.;MEDICINA;21465;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;152;2;58;33;139;2;39;18;171;3;79;58;167;A2;71;41;155;3;66;54;157;38;68;78,8140275;4;4;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;F;4/12/1994;NO;20195;EK201950096050;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;11;Secundaria (Bachillerato) completa;Técnica o tecnológica completa;Estrato 3;Si;Si;Si;Si;Si;No;No;No;3 o 4;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Más de 30 horas;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.-BOGOTÁ D.C.;MEDICINA;21465;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;142;2;46;23;117;1;17;6;129;2;37;19;152;A2;55;26;180;3;87;79;144;21;48;62,22506696;4;4;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;M;9/6/1993;NO;20195;EK201950095891;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;Entre 20 y 30 horas;Entre 20 y 30 horas;Entre 20 y 30 horas;Si;Si;Si;CC;12 o más;Postgrado;Educación profesional completa;Estrato 3;Si;Si;Si;No;Si;No;No;Si;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);No aplica;0;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.-BOGOTÁ D.C.;MEDICINA;21465;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;177;3;83;65;127;2;26;10;130;2;38;20;162;A2;66;36;155;3;66;53;150;29;58;68,91853032;4;4;PUBLICAR;Oportunidad de Mejora;1;0
